id_data,data,ano,trimestre,mes,nome_mes,semana,dia_semana,is_fim_de_semana
516,2023-05-31,2023,2,5,May,22,Wednesday,False
517,2023-06-01,2023,2,6,June,22,Thursday,False
518,2023-06-02,2023,2,6,June,22,Friday,False
519,2023-06-03,2023,2,6,June,22,Saturday,True
520,2023-06-04,2023,2,6,June,22,Sunday,True
521,2023-06-05,2023,2,6,June,23,Monday,False
522,2023-06-06,2023,2,6,June,23,Tuesday,False
523,2023-06-07,2023,2,6,June,23,Wednesday,False
524,2023-06-08,2023,2,6,June,23,Thursday,False
525,2023-06-09,2023,2,6,June,23,Friday,False
526,2023-06-10,2023,2,6,June,23,Saturday,True
527,2023-06-11,2023,2,6,June,23,Sunday,True
528,2023-06-12,2023,2,6,June,24,Monday,False
529,2023-06-13,2023,2,6,June,24,Tuesday,False
530,2023-06-14,2023,2,6,June,24,Wednesday,False
531,2023-06-15,2023,2,6,June,24,Thursday,False
532,2023-06-16,2023,2,6,June,24,Friday,False
533,2023-06-17,2023,2,6,June,24,Saturday,True
534,2023-06-18,2023,2,6,June,24,Sunday,True
535,2023-06-19,2023,2,6,June,25,Monday,False
536,2023-06-20,2023,2,6,June,25,Tuesday,False
537,2023-06-21,2023,2,6,June,25,Wednesday,False
538,2023-06-22,2023,2,6,June,25,Thursday,False
539,2023-06-23,2023,2,6,June,25,Friday,False
540,2023-06-24,2023,2,6,June,25,Saturday,True
541,2023-06-25,2023,2,6,June,25,Sunday,True
542,2023-06-26,2023,2,6,June,26,Monday,False
543,2023-06-27,2023,2,6,June,26,Tuesday,False
544,2023-06-28,2023,2,6,June,26,Wednesday,False
545,2023-06-29,2023,2,6,June,26,Thursday,False
546,2023-06-30,2023,2,6,June,26,Friday,False
547,2023-07-01,2023,3,7,July,26,Saturday,True
548,2023-07-02,2023,3,7,July,26,Sunday,True
549,2023-07-03,2023,3,7,July,27,Monday,False
550,2023-07-04,2023,3,7,July,27,Tuesday,False
551,2023-07-05,2023,3,7,July,27,Wednesday,False
552,2023-07-06,2023,3,7,July,27,Thursday,False
553,2023-07-07,2023,3,7,July,27,Friday,False
554,2023-07-08,2023,3,7,July,27,Saturday,True
555,2023-07-09,2023,3,7,July,27,Sunday,True
556,2023-07-10,2023,3,7,July,28,Monday,False
557,2023-07-11,2023,3,7,July,28,Tuesday,False
558,2023-07-12,2023,3,7,July,28,Wednesday,False
559,2023-07-13,2023,3,7,July,28,Thursday,False
560,2023-07-14,2023,3,7,July,28,Friday,False
561,2023-07-15,2023,3,7,July,28,Saturday,True
562,2023-07-16,2023,3,7,July,28,Sunday,True
563,2023-07-17,2023,3,7,July,29,Monday,False
564,2023-07-18,2023,3,7,July,29,Tuesday,False
565,2023-07-19,2023,3,7,July,29,Wednesday,False
566,2023-07-20,2023,3,7,July,29,Thursday,False
567,2023-07-21,2023,3,7,July,29,Friday,False
568,2023-07-22,2023,3,7,July,29,Saturday,True
569,2023-07-23,2023,3,7,July,29,Sunday,True
570,2023-07-24,2023,3,7,July,30,Monday,False
571,2023-07-25,2023,3,7,July,30,Tuesday,False
572,2023-07-26,2023,3,7,July,30,Wednesday,False
573,2023-07-27,2023,3,7,July,30,Thursday,False
574,2023-07-28,2023,3,7,July,30,Friday,False
575,2023-07-29,2023,3,7,July,30,Saturday,True
576,2023-07-30,2023,3,7,July,30,Sunday,True
577,2023-07-31,2023,3,7,July,31,Monday,False
578,2023-08-01,2023,3,8,August,31,Tuesday,False
579,2023-08-02,2023,3,8,August,31,Wednesday,False
580,2023-08-03,2023,3,8,August,31,Thursday,False
581,2023-08-04,2023,3,8,August,31,Friday,False
582,2023-08-05,2023,3,8,August,31,Saturday,True
583,2023-08-06,2023,3,8,August,31,Sunday,True
584,2023-08-07,2023,3,8,August,32,Monday,False
585,2023-08-08,2023,3,8,August,32,Tuesday,False
586,2023-08-09,2023,3,8,August,32,Wednesday,False
587,2023-08-10,2023,3,8,August,32,Thursday,False
588,2023-08-11,2023,3,8,August,32,Friday,False
589,2023-08-12,2023,3,8,August,32,Saturday,True
590,2023-08-13,2023,3,8,August,32,Sunday,True
591,2023-08-14,2023,3,8,August,33,Monday,False
592,2023-08-15,2023,3,8,August,33,Tuesday,False
593,2023-08-16,2023,3,8,August,33,Wednesday,False
594,2023-08-17,2023,3,8,August,33,Thursday,False
595,2023-08-18,2023,3,8,August,33,Friday,False
596,2023-08-19,2023,3,8,August,33,Saturday,True
597,2023-08-20,2023,3,8,August,33,Sunday,True
598,2023-08-21,2023,3,8,August,34,Monday,False
599,2023-08-22,2023,3,8,August,34,Tuesday,False
600,2023-08-23,2023,3,8,August,34,Wednesday,False
601,2023-08-24,2023,3,8,August,34,Thursday,False
602,2023-08-25,2023,3,8,August,34,Friday,False
603,2023-08-26,2023,3,8,August,34,Saturday,True
604,2023-08-27,2023,3,8,August,34,Sunday,True
605,2023-08-28,2023,3,8,August,35,Monday,False
606,2023-08-29,2023,3,8,August,35,Tuesday,False
607,2023-08-30,2023,3,8,August,35,Wednesday,False
608,2023-08-31,2023,3,8,August,35,Thursday,False
609,2023-09-01,2023,3,9,September,35,Friday,False
610,2023-09-02,2023,3,9,September,35,Saturday,True
611,2023-09-03,2023,3,9,September,35,Sunday,True
612,2023-09-04,2023,3,9,September,36,Monday,False
613,2023-09-05,2023,3,9,September,36,Tuesday,False
614,2023-09-06,2023,3,9,September,36,Wednesday,False
615,2023-09-07,2023,3,9,September,36,Thursday,False
616,2023-09-08,2023,3,9,September,36,Friday,False
617,2023-09-09,2023,3,9,September,36,Saturday,True
618,2023-09-10,2023,3,9,September,36,Sunday,True
619,2023-09-11,2023,3,9,September,37,Monday,False
620,2023-09-12,2023,3,9,September,37,Tuesday,False
621,2023-09-13,2023,3,9,September,37,Wednesday,False
622,2023-09-14,2023,3,9,September,37,Thursday,False
623,2023-09-15,2023,3,9,September,37,Friday,False
624,2023-09-16,2023,3,9,September,37,Saturday,True
625,2023-09-17,2023,3,9,September,37,Sunday,True
626,2023-09-18,2023,3,9,September,38,Monday,False
627,2023-09-19,2023,3,9,September,38,Tuesday,False
628,2023-09-20,2023,3,9,September,38,Wednesday,False
629,2023-09-21,2023,3,9,September,38,Thursday,False
630,2023-09-22,2023,3,9,September,38,Friday,False
631,2023-09-23,2023,3,9,September,38,Saturday,True
632,2023-09-24,2023,3,9,September,38,Sunday,True
633,2023-09-25,2023,3,9,September,39,Monday,False
634,2023-09-26,2023,3,9,September,39,Tuesday,False
635,2023-09-27,2023,3,9,September,39,Wednesday,False
636,2023-09-28,2023,3,9,September,39,Thursday,False
637,2023-09-29,2023,3,9,September,39,Friday,False
638,2023-09-30,2023,3,9,September,39,Saturday,True
639,2023-10-01,2023,4,10,October,39,Sunday,True
640,2023-10-02,2023,4,10,October,40,Monday,False
641,2023-10-03,2023,4,10,October,40,Tuesday,False
642,2023-10-04,2023,4,10,October,40,Wednesday,False
643,2023-10-05,2023,4,10,October,40,Thursday,False
644,2023-10-06,2023,4,10,October,40,Friday,False
645,2023-10-07,2023,4,10,October,40,Saturday,True
646,2023-10-08,2023,4,10,October,40,Sunday,True
647,2023-10-09,2023,4,10,October,41,Monday,False
648,2023-10-10,2023,4,10,October,41,Tuesday,False
649,2023-10-11,2023,4,10,October,41,Wednesday,False
650,2023-10-12,2023,4,10,October,41,Thursday,False
651,2023-10-13,2023,4,10,October,41,Friday,False
652,2023-10-14,2023,4,10,October,41,Saturday,True
653,2023-10-15,2023,4,10,October,41,Sunday,True
654,2023-10-16,2023,4,10,October,42,Monday,False
655,2023-10-17,2023,4,10,October,42,Tuesday,False
656,2023-10-18,2023,4,10,October,42,Wednesday,False
657,2023-10-19,2023,4,10,October,42,Thursday,False
658,2023-10-20,2023,4,10,October,42,Friday,False
659,2023-10-21,2023,4,10,October,42,Saturday,True
660,2023-10-22,2023,4,10,October,42,Sunday,True
661,2023-10-23,2023,4,10,October,43,Monday,False
662,2023-10-24,2023,4,10,October,43,Tuesday,False
663,2023-10-25,2023,4,10,October,43,Wednesday,False
664,2023-10-26,2023,4,10,October,43,Thursday,False
665,2023-10-27,2023,4,10,October,43,Friday,False
666,2023-10-28,2023,4,10,October,43,Saturday,True
667,2023-10-29,2023,4,10,October,43,Sunday,True
668,2023-10-30,2023,4,10,October,44,Monday,False
669,2023-10-31,2023,4,10,October,44,Tuesday,False
670,2023-11-01,2023,4,11,November,44,Wednesday,False
671,2023-11-02,2023,4,11,November,44,Thursday,False
672,2023-11-03,2023,4,11,November,44,Friday,False
673,2023-11-04,2023,4,11,November,44,Saturday,True
674,2023-11-05,2023,4,11,November,44,Sunday,True
675,2023-11-06,2023,4,11,November,45,Monday,False
676,2023-11-07,2023,4,11,November,45,Tuesday,False
677,2023-11-08,2023,4,11,November,45,Wednesday,False
678,2023-11-09,2023,4,11,November,45,Thursday,False
679,2023-11-10,2023,4,11,November,45,Friday,False
680,2023-11-11,2023,4,11,November,45,Saturday,True
681,2023-11-12,2023,4,11,November,45,Sunday,True
682,2023-11-13,2023,4,11,November,46,Monday,False
683,2023-11-14,2023,4,11,November,46,Tuesday,False
684,2023-11-15,2023,4,11,November,46,Wednesday,False
685,2023-11-16,2023,4,11,November,46,Thursday,False
686,2023-11-17,2023,4,11,November,46,Friday,False
687,2023-11-18,2023,4,11,November,46,Saturday,True
688,2023-11-19,2023,4,11,November,46,Sunday,True
689,2023-11-20,2023,4,11,November,47,Monday,False
690,2023-11-21,2023,4,11,November,47,Tuesday,False
691,2023-11-22,2023,4,11,November,47,Wednesday,False
692,2023-11-23,2023,4,11,November,47,Thursday,False
693,2023-11-24,2023,4,11,November,47,Friday,False
694,2023-11-25,2023,4,11,November,47,Saturday,True
695,2023-11-26,2023,4,11,November,47,Sunday,True
696,2023-11-27,2023,4,11,November,48,Monday,False
697,2023-11-28,2023,4,11,November,48,Tuesday,False
698,2023-11-29,2023,4,11,November,48,Wednesday,False
699,2023-11-30,2023,4,11,November,48,Thursday,False
700,2023-12-01,2023,4,12,December,48,Friday,False
701,2023-12-02,2023,4,12,December,48,Saturday,True
702,2023-12-03,2023,4,12,December,48,Sunday,True
703,2023-12-04,2023,4,12,December,49,Monday,False
704,2023-12-05,2023,4,12,December,49,Tuesday,False
705,2023-12-06,2023,4,12,December,49,Wednesday,False
706,2023-12-07,2023,4,12,December,49,Thursday,False
707,2023-12-08,2023,4,12,December,49,Friday,False
708,2023-12-09,2023,4,12,December,49,Saturday,True
709,2023-12-10,2023,4,12,December,49,Sunday,True
710,2023-12-11,2023,4,12,December,50,Monday,False
711,2023-12-12,2023,4,12,December,50,Tuesday,False
712,2023-12-13,2023,4,12,December,50,Wednesday,False
713,2023-12-14,2023,4,12,December,50,Thursday,False
714,2023-12-15,2023,4,12,December,50,Friday,False
715,2023-12-16,2023,4,12,December,50,Saturday,True
716,2023-12-17,2023,4,12,December,50,Sunday,True
717,2023-12-18,2023,4,12,December,51,Monday,False
718,2023-12-19,2023,4,12,December,51,Tuesday,False
719,2023-12-20,2023,4,12,December,51,Wednesday,False
720,2023-12-21,2023,4,12,December,51,Thursday,False
721,2023-12-22,2023,4,12,December,51,Friday,False
722,2023-12-23,2023,4,12,December,51,Saturday,True
723,2023-12-24,2023,4,12,December,51,Sunday,True
724,2023-12-25,2023,4,12,December,52,Monday,False
725,2023-12-26,2023,4,12,December,52,Tuesday,False
726,2023-12-27,2023,4,12,December,52,Wednesday,False
727,2023-12-28,2023,4,12,December,52,Thursday,False
728,2023-12-29,2023,4,12,December,52,Friday,False
729,2023-12-30,2023,4,12,December,52,Saturday,True
730,2023-12-31,2023,4,12,December,52,Sunday,True
731,2024-01-01,2024,1,1,January,1,Monday,False
732,2024-01-02,2024,1,1,January,1,Tuesday,False
733,2024-01-03,2024,1,1,January,1,Wednesday,False
734,2024-01-04,2024,1,1,January,1,Thursday,False
735,2024-01-05,2024,1,1,January,1,Friday,False
736,2024-01-06,2024,1,1,January,1,Saturday,True
737,2024-01-07,2024,1,1,January,1,Sunday,True
738,2024-01-08,2024,1,1,January,2,Monday,False
739,2024-01-09,2024,1,1,January,2,Tuesday,False
740,2024-01-10,2024,1,1,January,2,Wednesday,False
741,2024-01-11,2024,1,1,January,2,Thursday,False
742,2024-01-12,2024,1,1,January,2,Friday,False
743,2024-01-13,2024,1,1,January,2,Saturday,True
744,2024-01-14,2024,1,1,January,2,Sunday,True
745,2024-01-15,2024,1,1,January,3,Monday,False
746,2024-01-16,2024,1,1,January,3,Tuesday,False
747,2024-01-17,2024,1,1,January,3,Wednesday,False
748,2024-01-18,2024,1,1,January,3,Thursday,False
749,2024-01-19,2024,1,1,January,3,Friday,False
750,2024-01-20,2024,1,1,January,3,Saturday,True
751,2024-01-21,2024,1,1,January,3,Sunday,True
752,2024-01-22,2024,1,1,January,4,Monday,False
753,2024-01-23,2024,1,1,January,4,Tuesday,False
754,2024-01-24,2024,1,1,January,4,Wednesday,False
755,2024-01-25,2024,1,1,January,4,Thursday,False
756,2024-01-26,2024,1,1,January,4,Friday,False
757,2024-01-27,2024,1,1,January,4,Saturday,True
758,2024-01-28,2024,1,1,January,4,Sunday,True
759,2024-01-29,2024,1,1,January,5,Monday,False
760,2024-01-30,2024,1,1,January,5,Tuesday,False
761,2024-01-31,2024,1,1,January,5,Wednesday,False
762,2024-02-01,2024,1,2,February,5,Thursday,False
763,2024-02-02,2024,1,2,February,5,Friday,False
764,2024-02-03,2024,1,2,February,5,Saturday,True
765,2024-02-04,2024,1,2,February,5,Sunday,True
766,2024-02-05,2024,1,2,February,6,Monday,False
767,2024-02-06,2024,1,2,February,6,Tuesday,False
768,2024-02-07,2024,1,2,February,6,Wednesday,False
769,2024-02-08,2024,1,2,February,6,Thursday,False
770,2024-02-09,2024,1,2,February,6,Friday,False
771,2024-02-10,2024,1,2,February,6,Saturday,True
772,2024-02-11,2024,1,2,February,6,Sunday,True
773,2024-02-12,2024,1,2,February,7,Monday,False
774,2024-02-13,2024,1,2,February,7,Tuesday,False
775,2024-02-14,2024,1,2,February,7,Wednesday,False
776,2024-02-15,2024,1,2,February,7,Thursday,False
777,2024-02-16,2024,1,2,February,7,Friday,False
778,2024-02-17,2024,1,2,February,7,Saturday,True
779,2024-02-18,2024,1,2,February,7,Sunday,True
780,2024-02-19,2024,1,2,February,8,Monday,False
781,2024-02-20,2024,1,2,February,8,Tuesday,False
782,2024-02-21,2024,1,2,February,8,Wednesday,False
783,2024-02-22,2024,1,2,February,8,Thursday,False
784,2024-02-23,2024,1,2,February,8,Friday,False
785,2024-02-24,2024,1,2,February,8,Saturday,True
786,2024-02-25,2024,1,2,February,8,Sunday,True
787,2024-02-26,2024,1,2,February,9,Monday,False
788,2024-02-27,2024,1,2,February,9,Tuesday,False
789,2024-02-28,2024,1,2,February,9,Wednesday,False
790,2024-02-29,2024,1,2,February,9,Thursday,False
791,2024-03-01,2024,1,3,March,9,Friday,False
792,2024-03-02,2024,1,3,March,9,Saturday,True
793,2024-03-03,2024,1,3,March,9,Sunday,True
794,2024-03-04,2024,1,3,March,10,Monday,False
795,2024-03-05,2024,1,3,March,10,Tuesday,False
796,2024-03-06,2024,1,3,March,10,Wednesday,False
797,2024-03-07,2024,1,3,March,10,Thursday,False
798,2024-03-08,2024,1,3,March,10,Friday,False
799,2024-03-09,2024,1,3,March,10,Saturday,True
800,2024-03-10,2024,1,3,March,10,Sunday,True
801,2024-03-11,2024,1,3,March,11,Monday,False
802,2024-03-12,2024,1,3,March,11,Tuesday,False
803,2024-03-13,2024,1,3,March,11,Wednesday,False
804,2024-03-14,2024,1,3,March,11,Thursday,False
805,2024-03-15,2024,1,3,March,11,Friday,False
806,2024-03-16,2024,1,3,March,11,Saturday,True
807,2024-03-17,2024,1,3,March,11,Sunday,True
808,2024-03-18,2024,1,3,March,12,Monday,False
809,2024-03-19,2024,1,3,March,12,Tuesday,False
810,2024-03-20,2024,1,3,March,12,Wednesday,False
811,2024-03-21,2024,1,3,March,12,Thursday,False
812,2024-03-22,2024,1,3,March,12,Friday,False
813,2024-03-23,2024,1,3,March,12,Saturday,True
814,2024-03-24,2024,1,3,March,12,Sunday,True
815,2024-03-25,2024,1,3,March,13,Monday,False
816,2024-03-26,2024,1,3,March,13,Tuesday,False
817,2024-03-27,2024,1,3,March,13,Wednesday,False
818,2024-03-28,2024,1,3,March,13,Thursday,False
819,2024-03-29,2024,1,3,March,13,Friday,False
820,2024-03-30,2024,1,3,March,13,Saturday,True
821,2024-03-31,2024,1,3,March,13,Sunday,True
822,2024-04-01,2024,2,4,April,14,Monday,False
823,2024-04-02,2024,2,4,April,14,Tuesday,False
824,2024-04-03,2024,2,4,April,14,Wednesday,False
825,2024-04-04,2024,2,4,April,14,Thursday,False
826,2024-04-05,2024,2,4,April,14,Friday,False
827,2024-04-06,2024,2,4,April,14,Saturday,True
828,2024-04-07,2024,2,4,April,14,Sunday,True
829,2024-04-08,2024,2,4,April,15,Monday,False
830,2024-04-09,2024,2,4,April,15,Tuesday,False
831,2024-04-10,2024,2,4,April,15,Wednesday,False
832,2024-04-11,2024,2,4,April,15,Thursday,False
833,2024-04-12,2024,2,4,April,15,Friday,False
834,2024-04-13,2024,2,4,April,15,Saturday,True
835,2024-04-14,2024,2,4,April,15,Sunday,True
836,2024-04-15,2024,2,4,April,16,Monday,False
837,2024-04-16,2024,2,4,April,16,Tuesday,False
838,2024-04-17,2024,2,4,April,16,Wednesday,False
839,2024-04-18,2024,2,4,April,16,Thursday,False
840,2024-04-19,2024,2,4,April,16,Friday,False
841,2024-04-20,2024,2,4,April,16,Saturday,True
842,2024-04-21,2024,2,4,April,16,Sunday,True
843,2024-04-22,2024,2,4,April,17,Monday,False
844,2024-04-23,2024,2,4,April,17,Tuesday,False
845,2024-04-24,2024,2,4,April,17,Wednesday,False
846,2024-04-25,2024,2,4,April,17,Thursday,False
847,2024-04-26,2024,2,4,April,17,Friday,False
848,2024-04-27,2024,2,4,April,17,Saturday,True
849,2024-04-28,2024,2,4,April,17,Sunday,True
850,2024-04-29,2024,2,4,April,18,Monday,False
851,2024-04-30,2024,2,4,April,18,Tuesday,False
852,2024-05-01,2024,2,5,May,18,Wednesday,False
853,2024-05-02,2024,2,5,May,18,Thursday,False
854,2024-05-03,2024,2,5,May,18,Friday,False
855,2024-05-04,2024,2,5,May,18,Saturday,True
856,2024-05-05,2024,2,5,May,18,Sunday,True
857,2024-05-06,2024,2,5,May,19,Monday,False
858,2024-05-07,2024,2,5,May,19,Tuesday,False
859,2024-05-08,2024,2,5,May,19,Wednesday,False
860,2024-05-09,2024,2,5,May,19,Thursday,False
861,2024-05-10,2024,2,5,May,19,Friday,False
862,2024-05-11,2024,2,5,May,19,Saturday,True
863,2024-05-12,2024,2,5,May,19,Sunday,True
864,2024-05-13,2024,2,5,May,20,Monday,False
865,2024-05-14,2024,2,5,May,20,Tuesday,False
866,2024-05-15,2024,2,5,May,20,Wednesday,False
867,2024-05-16,2024,2,5,May,20,Thursday,False
868,2024-05-17,2024,2,5,May,20,Friday,False
869,2024-05-18,2024,2,5,May,20,Saturday,True
870,2024-05-19,2024,2,5,May,20,Sunday,True
871,2024-05-20,2024,2,5,May,21,Monday,False
872,2024-05-21,2024,2,5,May,21,Tuesday,False
873,2024-05-22,2024,2,5,May,21,Wednesday,False
874,2024-05-23,2024,2,5,May,21,Thursday,False
875,2024-05-24,2024,2,5,May,21,Friday,False
876,2024-05-25,2024,2,5,May,21,Saturday,True
877,2024-05-26,2024,2,5,May,21,Sunday,True
878,2024-05-27,2024,2,5,May,22,Monday,False
879,2024-05-28,2024,2,5,May,22,Tuesday,False
880,2024-05-29,2024,2,5,May,22,Wednesday,False
881,2024-05-30,2024,2,5,May,22,Thursday,False
882,2024-05-31,2024,2,5,May,22,Friday,False
883,2024-06-01,2024,2,6,June,22,Saturday,True
884,2024-06-02,2024,2,6,June,22,Sunday,True
885,2024-06-03,2024,2,6,June,23,Monday,False
886,2024-06-04,2024,2,6,June,23,Tuesday,False
887,2024-06-05,2024,2,6,June,23,Wednesday,False
888,2024-06-06,2024,2,6,June,23,Thursday,False
889,2024-06-07,2024,2,6,June,23,Friday,False
890,2024-06-08,2024,2,6,June,23,Saturday,True
891,2024-06-09,2024,2,6,June,23,Sunday,True
892,2024-06-10,2024,2,6,June,24,Monday,False
893,2024-06-11,2024,2,6,June,24,Tuesday,False
894,2024-06-12,2024,2,6,June,24,Wednesday,False
895,2024-06-13,2024,2,6,June,24,Thursday,False
896,2024-06-14,2024,2,6,June,24,Friday,False
897,2024-06-15,2024,2,6,June,24,Saturday,True
898,2024-06-16,2024,2,6,June,24,Sunday,True
899,2024-06-17,2024,2,6,June,25,Monday,False
900,2024-06-18,2024,2,6,June,25,Tuesday,False
901,2024-06-19,2024,2,6,June,25,Wednesday,False
902,2024-06-20,2024,2,6,June,25,Thursday,False
903,2024-06-21,2024,2,6,June,25,Friday,False
904,2024-06-22,2024,2,6,June,25,Saturday,True
905,2024-06-23,2024,2,6,June,25,Sunday,True
906,2024-06-24,2024,2,6,June,26,Monday,False
907,2024-06-25,2024,2,6,June,26,Tuesday,False
908,2024-06-26,2024,2,6,June,26,Wednesday,False
909,2024-06-27,2024,2,6,June,26,Thursday,False
910,2024-06-28,2024,2,6,June,26,Friday,False
911,2024-06-29,2024,2,6,June,26,Saturday,True
912,2024-06-30,2024,2,6,June,26,Sunday,True
913,2024-07-01,2024,3,7,July,27,Monday,False
914,2024-07-02,2024,3,7,July,27,Tuesday,False
915,2024-07-03,2024,3,7,July,27,Wednesday,False
916,2024-07-04,2024,3,7,July,27,Thursday,False
917,2024-07-05,2024,3,7,July,27,Friday,False
918,2024-07-06,2024,3,7,July,27,Saturday,True
919,2024-07-07,2024,3,7,July,27,Sunday,True
920,2024-07-08,2024,3,7,July,28,Monday,False
921,2024-07-09,2024,3,7,July,28,Tuesday,False
922,2024-07-10,2024,3,7,July,28,Wednesday,False
923,2024-07-11,2024,3,7,July,28,Thursday,False
924,2024-07-12,2024,3,7,July,28,Friday,False
925,2024-07-13,2024,3,7,July,28,Saturday,True
926,2024-07-14,2024,3,7,July,28,Sunday,True
927,2024-07-15,2024,3,7,July,29,Monday,False
928,2024-07-16,2024,3,7,July,29,Tuesday,False
929,2024-07-17,2024,3,7,July,29,Wednesday,False
930,2024-07-18,2024,3,7,July,29,Thursday,False
931,2024-07-19,2024,3,7,July,29,Friday,False
932,2024-07-20,2024,3,7,July,29,Saturday,True
933,2024-07-21,2024,3,7,July,29,Sunday,True
934,2024-07-22,2024,3,7,July,30,Monday,False
935,2024-07-23,2024,3,7,July,30,Tuesday,False
936,2024-07-24,2024,3,7,July,30,Wednesday,False
937,2024-07-25,2024,3,7,July,30,Thursday,False
938,2024-07-26,2024,3,7,July,30,Friday,False
939,2024-07-27,2024,3,7,July,30,Saturday,True
940,2024-07-28,2024,3,7,July,30,Sunday,True
941,2024-07-29,2024,3,7,July,31,Monday,False
942,2024-07-30,2024,3,7,July,31,Tuesday,False
943,2024-07-31,2024,3,7,July,31,Wednesday,False
944,2024-08-01,2024,3,8,August,31,Thursday,False
945,2024-08-02,2024,3,8,August,31,Friday,False
946,2024-08-03,2024,3,8,August,31,Saturday,True
947,2024-08-04,2024,3,8,August,31,Sunday,True
948,2024-08-05,2024,3,8,August,32,Monday,False
949,2024-08-06,2024,3,8,August,32,Tuesday,False
950,2024-08-07,2024,3,8,August,32,Wednesday,False
951,2024-08-08,2024,3,8,August,32,Thursday,False
952,2024-08-09,2024,3,8,August,32,Friday,False
953,2024-08-10,2024,3,8,August,32,Saturday,True
954,2024-08-11,2024,3,8,August,32,Sunday,True
955,2024-08-12,2024,3,8,August,33,Monday,False
956,2024-08-13,2024,3,8,August,33,Tuesday,False
957,2024-08-14,2024,3,8,August,33,Wednesday,False
958,2024-08-15,2024,3,8,August,33,Thursday,False
959,2024-08-16,2024,3,8,August,33,Friday,False
960,2024-08-17,2024,3,8,August,33,Saturday,True
961,2024-08-18,2024,3,8,August,33,Sunday,True
962,2024-08-19,2024,3,8,August,34,Monday,False
963,2024-08-20,2024,3,8,August,34,Tuesday,False
964,2024-08-21,2024,3,8,August,34,Wednesday,False
965,2024-08-22,2024,3,8,August,34,Thursday,False
966,2024-08-23,2024,3,8,August,34,Friday,False
967,2024-08-24,2024,3,8,August,34,Saturday,True
968,2024-08-25,2024,3,8,August,34,Sunday,True
969,2024-08-26,2024,3,8,August,35,Monday,False
970,2024-08-27,2024,3,8,August,35,Tuesday,False
971,2024-08-28,2024,3,8,August,35,Wednesday,False
972,2024-08-29,2024,3,8,August,35,Thursday,False
973,2024-08-30,2024,3,8,August,35,Friday,False
974,2024-08-31,2024,3,8,August,35,Saturday,True
975,2024-09-01,2024,3,9,September,35,Sunday,True
976,2024-09-02,2024,3,9,September,36,Monday,False
977,2024-09-03,2024,3,9,September,36,Tuesday,False
978,2024-09-04,2024,3,9,September,36,Wednesday,False
979,2024-09-05,2024,3,9,September,36,Thursday,False
980,2024-09-06,2024,3,9,September,36,Friday,False
981,2024-09-07,2024,3,9,September,36,Saturday,True
982,2024-09-08,2024,3,9,September,36,Sunday,True
983,2024-09-09,2024,3,9,September,37,Monday,False
984,2024-09-10,2024,3,9,September,37,Tuesday,False
985,2024-09-11,2024,3,9,September,37,Wednesday,False
986,2024-09-12,2024,3,9,September,37,Thursday,False
987,2024-09-13,2024,3,9,September,37,Friday,False
988,2024-09-14,2024,3,9,September,37,Saturday,True
989,2024-09-15,2024,3,9,September,37,Sunday,True
990,2024-09-16,2024,3,9,September,38,Monday,False
991,2024-09-17,2024,3,9,September,38,Tuesday,False
992,2024-09-18,2024,3,9,September,38,Wednesday,False
993,2024-09-19,2024,3,9,September,38,Thursday,False
994,2024-09-20,2024,3,9,September,38,Friday,False
995,2024-09-21,2024,3,9,September,38,Saturday,True
996,2024-09-22,2024,3,9,September,38,Sunday,True
997,2024-09-23,2024,3,9,September,39,Monday,False
998,2024-09-24,2024,3,9,September,39,Tuesday,False
999,2024-09-25,2024,3,9,September,39,Wednesday,False
1000,2024-09-26,2024,3,9,September,39,Thursday,False
1001,2024-09-27,2024,3,9,September,39,Friday,False
1002,2024-09-28,2024,3,9,September,39,Saturday,True
1003,2024-09-29,2024,3,9,September,39,Sunday,True
1004,2024-09-30,2024,3,9,September,40,Monday,False
1005,2024-10-01,2024,4,10,October,40,Tuesday,False
1006,2024-10-02,2024,4,10,October,40,Wednesday,False
1007,2024-10-03,2024,4,10,October,40,Thursday,False
1008,2024-10-04,2024,4,10,October,40,Friday,False
1009,2024-10-05,2024,4,10,October,40,Saturday,True
1010,2024-10-06,2024,4,10,October,40,Sunday,True
1011,2024-10-07,2024,4,10,October,41,Monday,False
1012,2024-10-08,2024,4,10,October,41,Tuesday,False
1013,2024-10-09,2024,4,10,October,41,Wednesday,False
1014,2024-10-10,2024,4,10,October,41,Thursday,False
1015,2024-10-11,2024,4,10,October,41,Friday,False
1016,2024-10-12,2024,4,10,October,41,Saturday,True
1017,2024-10-13,2024,4,10,October,41,Sunday,True
1018,2024-10-14,2024,4,10,October,42,Monday,False
1019,2024-10-15,2024,4,10,October,42,Tuesday,False
1020,2024-10-16,2024,4,10,October,42,Wednesday,False
1021,2024-10-17,2024,4,10,October,42,Thursday,False
1022,2024-10-18,2024,4,10,October,42,Friday,False
1023,2024-10-19,2024,4,10,October,42,Saturday,True
1024,2024-10-20,2024,4,10,October,42,Sunday,True
1025,2024-10-21,2024,4,10,October,43,Monday,False
1026,2024-10-22,2024,4,10,October,43,Tuesday,False
1027,2024-10-23,2024,4,10,October,43,Wednesday,False
1028,2024-10-24,2024,4,10,October,43,Thursday,False
1029,2024-10-25,2024,4,10,October,43,Friday,False
1030,2024-10-26,2024,4,10,October,43,Saturday,True
