id_venda,data,id_produto,id_cliente,quantidade,preco_unitario,desconto_pct,valor_total,canal
960,2024-09-16,7,12,2,354.87,0,709.75,Loja Física
961,2022-07-19,10,41,7,95.65,5,636.04,Representante
962,2024-07-15,4,8,13,1071.34,0,13927.39,Online
963,2023-09-07,8,22,3,499.96,0,1499.88,Representante
964,2022-08-24,6,47,1,366.74,0,366.74,Loja Física
965,2022-08-12,6,40,4,425.65,15,1447.19,Online
966,2023-05-15,5,43,6,351.97,10,1900.62,Online
967,2022-11-24,4,32,2,1036.05,0,2072.09,Representante
968,2024-05-23,7,41,5,349.54,5,1660.29,Online
969,2024-04-09,9,21,1,42.54,15,36.16,Online
970,2023-01-17,2,8,1,255.11,15,216.85,Representante
971,2024-06-04,3,26,8,653.94,5,4969.97,Online
972,2023-02-09,2,6,3,242.09,5,689.96,Representante
973,2024-05-29,2,17,1,265.8,5,252.51,Online
974,2023-03-16,2,25,5,264.06,0,1320.32,Loja Física
975,2022-05-09,3,15,3,685.22,10,1850.09,Online
976,2023-01-18,10,32,2,88.6,0,177.19,Loja Física
977,2023-02-08,6,45,2,429.34,5,815.75,Online
978,2023-06-22,2,37,4,305.08,15,1037.29,Loja Física
979,2024-12-16,6,30,5,412.4,15,1752.69,Loja Física
980,2024-03-06,7,27,4,393.35,10,1416.04,Loja Física
981,2022-08-22,7,17,7,387.85,0,2714.93,Loja Física
982,2024-07-26,4,26,4,1297.44,10,4670.77,Online
983,2023-09-02,5,29,2,337.85,10,608.13,Representante
984,2022-06-23,2,4,1,248.4,15,211.14,Online
985,2023-10-04,9,19,1,38.46,0,38.46,Online
986,2023-09-18,10,28,2,86.82,0,173.63,Online
987,2024-02-04,2,22,3,282.9,15,721.41,Online
988,2024-11-12,4,21,8,1095.66,5,8327.01,Loja Física
989,2022-10-10,4,46,3,1153.32,10,3113.95,Loja Física
990,2024-05-16,8,18,4,518.2,0,2072.82,Loja Física
991,2022-12-21,5,48,8,357.77,10,2575.94,Online
992,2024-09-29,3,44,2,656.52,0,1313.03,Online
993,2023-01-19,8,7,3,542.69,0,1628.07,Loja Física
994,2022-04-20,3,21,2,674.54,0,1349.08,Online
995,2024-09-19,6,24,6,443.9,0,2663.4,Online
996,2024-02-26,7,50,3,359.57,10,970.84,Representante
997,2024-10-10,2,14,10,287.96,5,2735.66,Representante
998,2024-10-04,3,24,8,661.61,5,5028.22,Representante
999,2024-06-28,6,32,4,410.44,5,1559.66,Online
1000,2022-06-19,7,40,4,353.7,10,1273.33,Online
1001,2023-03-28,3,21,7,617.03,0,4319.18,Online
1002,2023-07-17,9,46,1,38.81,0,38.81,Representante
1003,2023-08-15,1,41,1,4870.01,0,4870.01,Loja Física
1004,2024-10-11,10,1,1,96.37,10,86.74,Representante
1005,2022-08-20,1,44,5,4385.69,10,19735.6,Online
1006,2023-07-03,7,24,2,365.37,10,657.66,Loja Física
1007,2022-03-27,4,38,6,1101.94,15,5619.92,Loja Física
1008,2023-03-24,2,5,3,290.19,5,827.03,Online
1009,2023-05-22,6,50,2,447.83,0,895.67,Online
1010,2024-07-10,6,49,4,365.89,0,1463.54,Loja Física
1011,2022-06-28,3,39,1,619.35,5,588.39,Online
1012,2023-05-01,8,2,2,550.1,0,1100.2,Representante
1013,2023-12-20,2,40,6,253.41,15,1292.41,Representante
1014,2024-05-26,8,37,5,537.7,0,2688.52,Representante
1015,2022-10-13,6,44,2,378.37,0,756.74,Online
1016,2022-05-02,4,21,1,1129.86,10,1016.88,Loja Física
1017,2024-12-26,2,6,7,291.98,0,2043.87,Representante
1018,2022-12-11,5,39,4,297.98,0,1191.93,Representante
1019,2023-08-23,2,4,1,262.39,0,262.39,Representante
1020,2023-07-02,4,23,5,1297.95,10,5840.79,Representante
1021,2022-07-15,2,15,4,267.62,0,1070.46,Loja Física
1022,2022-05-02,10,5,5,86.89,0,434.43,Representante
1023,2022-09-17,7,8,3,392.69,15,1001.35,Online
1024,2023-05-27,6,37,2,378.61,0,757.21,Representante
1025,2023-10-22,2,49,5,284.69,0,1423.47,Representante
1026,2024-03-15,1,2,9,3952.18,5,33791.11,Online
1027,2023-07-05,2,42,3,277.15,15,706.72,Loja Física
1028,2024-02-08,9,47,6,40.84,5,232.81,Online
1029,2022-07-10,9,20,1,49.03,5,46.58,Representante
1030,2023-07-24,6,21,1,413.44,15,351.42,Loja Física
1031,2024-07-20,1,9,1,4115.97,5,3910.17,Loja Física
1032,2022-01-06,2,34,3,304.94,15,777.59,Online
1033,2024-07-27,5,46,5,381.48,15,1621.29,Representante
1034,2024-01-04,3,41,3,555.69,0,1667.08,Representante
1035,2024-03-25,10,11,5,90.5,0,452.52,Loja Física
1036,2023-03-10,3,24,7,617.53,5,4106.56,Loja Física
1037,2023-10-24,2,26,4,250.73,0,1002.91,Loja Física
1038,2022-09-25,3,25,7,701.72,10,4420.81,Loja Física
1039,2023-12-05,4,15,5,1225.45,15,5208.17,Online
1040,2022-04-05,3,18,2,692.15,0,1384.31,Representante
1041,2024-07-30,10,3,6,89.51,0,537.07,Online
1042,2022-11-20,2,42,5,302.8,5,1438.3,Loja Física
1043,2022-01-02,5,41,2,369.9,5,702.8,Online
1044,2022-09-28,1,33,5,4244.09,15,18037.37,Loja Física
1045,2022-11-22,8,48,5,558.06,0,2790.32,Online
1046,2024-01-09,9,8,4,46.34,0,185.37,Online
1047,2024-02-01,10,7,1,76.58,15,65.09,Representante
1048,2022-12-05,7,50,4,377.18,0,1508.72,Loja Física
1049,2023-09-18,5,3,6,325.5,15,1660.05,Representante
1050,2023-04-25,4,46,1,1242.09,5,1179.99,Representante
1051,2022-07-06,6,46,5,374.2,15,1590.36,Online
1052,2022-01-03,2,26,1,284.68,0,284.68,Loja Física
1053,2022-06-09,7,41,1,362.16,0,362.16,Representante
1054,2023-04-09,6,8,4,374.06,10,1346.62,Representante
1055,2024-06-30,3,7,6,564.39,0,3386.37,Online
1056,2023-12-05,9,41,9,39.74,0,357.66,Loja Física
1057,2022-09-28,1,21,2,3877.38,5,7367.03,Online
1058,2023-04-14,1,8,3,4587.47,5,13074.28,Online
1059,2022-07-29,8,21,2,477.07,0,954.14,Loja Física
1060,2024-01-23,3,14,1,641.04,0,641.04,Online
1061,2024-02-23,8,44,2,474.22,0,948.43,Representante
1062,2022-10-20,8,14,1,541.85,0,541.85,Representante
1063,2022-01-18,1,30,4,4765.21,10,17154.76,Representante
1064,2022-12-03,6,13,9,358.35,5,3063.93,Loja Física
1065,2023-03-13,3,20,6,697.01,15,3554.76,Representante
1066,2022-11-07,4,3,4,1191.78,5,4528.75,Representante
1067,2024-06-25,10,19,3,83.02,0,249.05,Online
1068,2022-07-25,1,29,4,4633.34,0,18533.38,Online
1069,2024-02-26,1,23,5,4052.67,0,20263.37,Loja Física
1070,2023-10-07,8,27,2,562.28,0,1124.56,Online
1071,2023-07-22,3,47,2,599.79,15,1019.64,Online
1072,2023-05-24,6,37,1,431.55,10,388.4,Representante
1073,2023-08-07,9,49,4,40.27,15,136.92,Online
1074,2023-09-10,2,40,3,255.69,0,767.08,Representante
1075,2024-11-09,4,7,5,1304.23,0,6521.14,Representante
1076,2024-03-13,2,39,4,249.73,0,998.91,Representante
1077,2022-04-22,3,43,4,710.49,0,2841.95,Loja Física
1078,2024-03-01,4,40,5,1257.88,0,6289.4,Online
1079,2024-10-20,2,30,1,258.05,15,219.34,Representante
1080,2022-05-26,3,2,4,640.2,10,2304.72,Online
1081,2024-01-10,2,5,3,270.08,0,810.25,Online
1082,2024-03-03,9,4,4,44.31,10,159.51,Loja Física
1083,2024-01-19,5,36,1,377.34,10,339.61,Representante
1084,2022-12-20,8,15,3,499.67,5,1424.05,Online
1085,2022-02-04,8,40,2,472.88,10,851.18,Online
1086,2022-01-29,3,45,3,693.92,0,2081.76,Online
1087,2022-03-23,7,10,1,413.58,0,413.58,Loja Física
1088,2024-11-03,1,28,5,3982.36,0,19911.82,Representante
1089,2024-10-23,7,28,4,342.77,5,1302.53,Loja Física
1090,2024-04-03,6,3,4,377.31,0,1509.24,Representante
1091,2022-11-09,5,49,5,337.82,0,1689.08,Online
1092,2023-09-27,4,26,2,1156.01,0,2312.02,Representante
1093,2023-02-21,2,26,1,280.45,0,280.45,Representante
1094,2023-11-01,9,31,8,47.95,5,364.45,Representante
1095,2022-05-16,4,6,5,1066.32,0,5331.62,Representante
1096,2024-06-14,6,12,2,395.91,15,673.05,Online
1097,2022-04-29,6,12,4,441.09,0,1764.37,Online
1098,2024-06-08,1,6,7,4224.55,0,29571.83,Loja Física
1099,2022-04-23,7,32,4,404.2,0,1616.78,Representante
1100,2022-12-26,5,12,7,380.02,0,2660.12,Online
1101,2022-10-09,10,32,5,77.74,15,330.39,Online
1102,2022-12-02,5,10,9,320.24,5,2738.04,Loja Física
1103,2024-12-07,8,41,11,551.8,10,5462.83,Representante
1104,2023-06-15,1,10,4,3867.42,0,15469.68,Loja Física
1105,2022-09-17,9,38,2,45.49,15,77.33,Loja Física
1106,2022-08-30,9,30,4,44.3,0,177.2,Loja Física
1107,2024-05-29,4,13,2,1076.02,0,2152.05,Representante
1108,2022-05-11,6,37,4,366.86,0,1467.46,Representante
1109,2022-06-07,1,20,4,3879.48,5,14742.01,Loja Física
1110,2024-11-12,2,34,6,287.0,0,1722.02,Online
1111,2024-10-20,7,42,5,335.73,10,1510.8,Online
1112,2024-01-24,1,16,3,4760.77,0,14282.31,Loja Física
1113,2022-07-30,7,25,2,345.5,10,621.9,Representante
1114,2022-08-25,3,34,5,582.93,0,2914.66,Representante
1115,2024-11-08,2,33,6,287.53,0,1725.18,Online
1116,2022-01-26,4,36,1,1113.23,0,1113.23,Online
1117,2024-08-24,3,47,6,642.84,0,3857.05,Loja Física
1118,2022-11-04,9,26,7,44.36,0,310.51,Online
1119,2024-05-08,3,50,2,598.67,0,1197.35,Loja Física
1120,2023-05-24,9,28,3,43.71,5,124.58,Representante
1121,2023-10-18,1,35,5,3928.53,0,19642.66,Online
1122,2024-02-03,1,8,3,3943.72,0,11831.15,Representante
1123,2022-04-18,1,21,6,4370.76,0,26224.54,Online
1124,2024-11-22,9,33,9,39.42,0,354.78,Loja Física
1125,2022-05-22,6,3,1,450.68,5,428.15,Loja Física
1126,2023-09-29,5,7,2,373.47,0,746.94,Online
1127,2024-07-24,2,9,6,246.57,0,1479.41,Loja Física
1128,2023-02-15,2,31,1,303.78,0,303.78,Representante
1129,2023-09-15,5,44,3,341.07,15,869.74,Representante
1130,2023-05-12,1,15,4,4633.04,5,17605.55,Loja Física
1131,2024-10-07,6,50,2,396.58,0,793.16,Representante
1132,2023-05-18,8,5,2,485.63,0,971.25,Online
1133,2024-04-19,5,39,4,324.22,0,1296.87,Online
1134,2023-12-11,3,45,9,704.09,15,5386.33,Representante
1135,2022-01-20,3,46,1,621.04,0,621.04,Online
1136,2024-02-10,9,47,7,38.64,15,229.88,Representante
1137,2023-09-22,8,13,4,541.61,0,2166.42,Online
1138,2024-12-21,9,23,8,45.12,0,360.96,Loja Física
1139,2024-10-04,1,20,1,4269.17,0,4269.17,Online
1140,2023-07-28,9,41,2,45.19,0,90.37,Online
1141,2023-04-20,7,12,1,379.03,10,341.13,Loja Física
1142,2024-02-02,4,12,3,1043.26,5,2973.3,Representante
1143,2022-06-23,3,6,4,648.78,10,2335.62,Online
1144,2024-11-01,5,12,5,302.99,0,1514.95,Representante
1145,2024-03-18,6,29,2,377.93,0,755.86,Representante
1146,2022-05-08,4,11,3,1068.44,5,3045.05,Representante
1147,2022-09-25,1,37,2,4478.91,0,8957.81,Loja Física
1148,2023-06-19,5,48,5,348.6,0,1743.0,Loja Física
1149,2023-10-31,2,21,7,238.92,0,1672.42,Loja Física
1150,2023-07-11,3,46,1,555.09,0,555.09,Online
1151,2023-02-20,9,2,1,46.27,0,46.27,Representante
1152,2022-08-12,3,19,1,606.49,0,606.49,Online
1153,2022-12-03,8,49,3,487.01,5,1387.97,Loja Física
1154,2023-10-06,7,5,3,397.42,5,1132.66,Online
1155,2024-01-04,10,4,4,97.67,0,390.69,Loja Física
1156,2023-09-24,3,18,1,705.98,5,670.68,Loja Física
1157,2022-09-03,4,15,3,1070.53,0,3211.59,Online
1158,2023-09-16,2,5,1,265.94,15,226.05,Representante
1159,2022-03-24,9,34,5,39.02,0,195.1,Loja Física
1160,2022-10-31,5,46,3,297.82,0,893.45,Representante
1161,2023-05-24,9,41,5,44.34,0,221.7,Loja Física
1162,2024-11-17,7,48,7,362.73,0,2539.1,Representante
1163,2023-09-05,6,27,8,390.29,0,3122.31,Online
1164,2022-03-05,2,32,2,281.71,5,535.24,Loja Física
1165,2023-05-27,10,30,4,84.34,0,337.35,Loja Física
1166,2022-07-28,4,39,2,1056.04,0,2112.07,Online
1167,2022-01-25,3,46,3,693.64,0,2080.92,Online
1168,2022-09-25,2,45,1,306.61,0,306.61,Loja Física
1169,2024-02-02,1,1,2,3981.57,15,6768.67,Representante
1170,2022-06-22,2,13,1,276.93,10,249.24,Representante
1171,2023-06-15,10,40,5,98.61,0,493.07,Online
1172,2022-05-13,6,18,4,444.13,0,1776.51,Representante
1173,2024-06-27,6,30,6,415.36,0,2492.17,Online
1174,2023-11-11,3,8,7,686.77,0,4807.36,Online
1175,2024-08-02,2,28,3,301.23,0,903.68,Online
1176,2024-06-06,2,7,7,246.19,15,1464.82,Loja Física
1177,2024-10-13,7,26,7,326.27,0,2283.91,Loja Física
1178,2024-05-23,7,40,5,410.83,0,2054.15,Loja Física
1179,2023-03-16,1,18,2,4160.76,0,8321.52,Loja Física
1180,2023-07-28,8,28,8,466.97,5,3548.97,Online
1181,2022-03-12,3,31,4,703.55,10,2532.79,Representante
1182,2023-05-19,1,12,3,4030.22,15,10277.05,Loja Física
1183,2024-10-18,5,17,5,336.5,5,1598.36,Representante
1184,2024-09-08,5,38,2,353.98,0,707.97,Online
1185,2023-07-27,3,2,3,700.41,5,1996.16,Online
1186,2024-05-08,2,20,2,293.73,0,587.45,Representante
1187,2024-12-12,5,19,4,311.07,0,1244.27,Representante
1188,2022-02-09,1,5,2,4447.62,5,8450.49,Representante
1189,2024-01-06,8,41,1,464.1,5,440.89,Representante
1190,2024-09-19,4,33,5,1162.77,0,5813.83,Representante
1191,2024-10-25,10,19,3,90.92,0,272.76,Loja Física
1192,2023-07-08,2,3,8,261.18,0,2089.44,Online
1193,2023-10-16,8,32,6,533.56,10,2881.2,Online
1194,2022-03-02,3,11,2,632.82,0,1265.63,Online
1195,2024-08-24,9,42,8,41.67,10,300.04,Loja Física
1196,2023-04-22,2,28,2,277.34,0,554.69,Online
1197,2023-05-23,10,43,3,76.67,15,195.51,Online
1198,2023-06-30,3,12,5,608.31,10,2737.41,Representante
1199,2022-04-25,5,24,5,341.9,0,1709.49,Representante
1200,2024-03-06,3,50,7,594.08,0,4158.59,Online
1201,2022-12-27,9,22,8,47.42,0,379.37,Representante
1202,2023-10-14,4,17,6,1318.94,15,6726.58,Representante
1203,2024-01-05,1,14,2,4929.02,10,8872.24,Online
1204,2023-12-22,7,12,2,406.87,10,732.37,Representante
1205,2022-10-19,6,22,5,460.42,10,2071.91,Online
1206,2024-10-05,5,36,4,319.99,10,1151.95,Loja Física
1207,2022-12-26,4,24,4,1165.95,5,4430.6,Online
1208,2022-07-04,2,16,3,273.55,0,820.66,Online
1209,2023-03-25,8,22,2,549.63,0,1099.27,Representante
1210,2024-09-05,8,45,4,453.11,0,1812.42,Loja Física
1211,2023-02-17,7,3,2,346.0,0,692.0,Loja Física
1212,2022-12-30,1,46,9,4719.02,0,42471.22,Online
1213,2022-02-14,1,5,3,4892.12,0,14676.36,Representante
1214,2022-10-18,2,42,4,307.04,0,1228.18,Representante
1215,2024-01-18,7,7,6,410.37,0,2462.24,Loja Física
1216,2024-03-21,8,26,2,489.5,10,881.1,Online
1217,2023-11-21,10,24,8,78.67,0,629.34,Loja Física
1218,2022-10-07,8,7,2,549.13,0,1098.26,Representante
1219,2024-06-13,5,40,2,301.56,15,512.65,Loja Física
1220,2023-10-12,3,2,2,648.55,0,1297.1,Representante
1221,2024-01-01,6,34,1,412.27,0,412.27,Representante
1222,2022-12-26,4,50,8,1104.12,5,8391.32,Loja Física
1223,2023-08-27,4,36,6,1211.35,0,7268.12,Online
1224,2022-01-04,5,13,1,367.73,15,312.57,Representante
1225,2024-03-12,4,50,2,1279.44,10,2302.99,Online
1226,2023-01-08,5,13,1,365.96,10,329.36,Loja Física
1227,2023-03-29,8,14,4,525.66,15,1787.26,Representante
1228,2022-08-02,9,9,4,46.55,5,176.91,Online
1229,2023-11-10,4,7,7,1106.63,15,6584.46,Online
1230,2023-05-03,3,1,2,643.17,0,1286.33,Loja Física
1231,2022-12-10,10,17,5,78.7,15,334.46,Online
1232,2023-11-19,5,13,4,329.34,5,1251.48,Online
1233,2023-06-28,3,7,2,605.67,0,1211.33,Online
1234,2022-05-19,5,11,1,365.32,0,365.32,Loja Física
1235,2022-08-10,5,21,2,382.19,15,649.73,Online
1236,2022-04-09,1,46,4,4274.91,5,16244.65,Loja Física
1237,2024-05-09,10,8,3,98.68,0,296.04,Loja Física
1238,2024-10-06,2,8,6,262.3,5,1495.11,Loja Física
1239,2024-02-08,5,33,3,326.51,0,979.52,Loja Física
1240,2023-04-07,1,5,1,4114.11,0,4114.11,Loja Física
1241,2022-05-31,8,32,4,516.95,0,2067.8,Loja Física
1242,2022-02-11,10,10,3,94.31,0,282.94,Loja Física
1243,2022-08-03,1,31,2,3975.98,0,7951.96,Loja Física
1244,2022-12-15,7,49,6,411.05,5,2342.97,Online
1245,2022-06-03,3,37,3,688.71,10,1859.51,Online
1246,2023-11-24,5,20,7,326.69,10,2058.17,Representante
1247,2024-09-15,8,48,1,514.55,15,437.37,Online
1248,2024-06-02,2,13,7,276.1,15,1642.77,Online
1249,2024-06-08,6,15,2,357.84,0,715.68,Online
1250,2022-07-27,3,45,7,598.54,0,4189.75,Online
1251,2023-01-25,10,28,3,78.42,5,223.5,Representante
1252,2023-06-28,4,3,4,1242.06,15,4223.01,Loja Física
1253,2023-09-02,3,39,2,680.68,0,1361.35,Online
1254,2022-04-12,5,23,2,334.35,5,635.27,Representante
1255,2024-10-02,7,4,8,362.58,0,2900.6,Online
1256,2024-01-09,5,46,3,312.81,0,938.43,Loja Física
1257,2022-06-29,1,33,4,4793.59,0,19174.34,Representante
1258,2024-09-10,1,27,2,4890.25,0,9780.49,Online
1259,2022-02-22,3,49,1,673.82,0,673.82,Online
1260,2023-08-21,8,44,1,527.74,0,527.74,Loja Física
1261,2022-08-25,5,21,2,371.91,0,743.81,Loja Física
1262,2024-08-22,6,40,2,391.59,5,744.02,Representante
1263,2023-06-27,1,34,4,3961.95,0,15847.8,Representante
1264,2024-03-04,2,12,3,298.24,0,894.72,Loja Física
1265,2024-02-21,9,22,3,43.52,0,130.57,Online
1266,2024-07-01,6,35,1,417.8,0,417.8,Loja Física
1267,2024-06-19,6,49,10,454.92,5,4321.76,Loja Física
1268,2023-04-09,4,40,3,1037.92,0,3113.77,Representante
1269,2022-05-07,1,23,3,4433.63,0,13300.89,Representante
1270,2022-07-18,2,18,4,263.88,0,1055.52,Representante
1271,2023-12-06,6,3,10,452.83,10,4075.49,Loja Física
1272,2023-04-11,8,29,4,543.27,10,1955.78,Online
1273,2024-03-03,10,19,4,82.74,10,297.86,Loja Física
1274,2024-08-30,7,39,1,370.21,10,333.19,Online
1275,2024-09-02,4,15,3,1172.36,0,3517.07,Online
1276,2024-03-19,1,26,2,4393.77,15,7469.42,Online
1277,2024-10-25,1,44,2,4547.53,10,8185.55,Representante
1278,2022-10-29,5,17,3,374.3,0,1122.91,Loja Física
1279,2022-12-21,9,38,4,38.95,0,155.78,Online
1280,2023-01-30,1,12,3,3917.16,0,11751.48,Online
1281,2024-05-17,6,21,4,441.14,0,1764.56,Representante
1282,2024-06-10,8,26,6,454.97,0,2729.79,Representante
1283,2022-10-30,5,46,6,350.01,10,1890.08,Loja Física
1284,2023-10-17,9,1,3,46.99,15,119.82,Online
1285,2022-06-28,6,29,6,384.06,5,2189.15,Representante
1286,2024-03-24,7,35,2,338.05,10,608.49,Loja Física
1287,2023-07-20,3,50,4,562.76,10,2025.95,Loja Física
1288,2022-01-26,1,8,2,4783.65,15,8132.2,Representante
1289,2024-12-06,9,39,7,45.56,5,302.98,Online
1290,2024-04-28,9,19,3,43.99,0,131.98,Online
1291,2022-07-25,3,3,3,564.8,0,1694.39,Representante
1292,2022-07-26,7,17,4,350.76,0,1403.04,Representante
1293,2023-12-06,6,14,7,399.76,5,2658.39,Loja Física
1294,2024-02-24,3,2,2,564.15,15,959.05,Loja Física
1295,2024-08-26,1,12,1,3925.28,0,3925.28,Online
1296,2023-07-19,9,47,2,46.03,5,87.46,Online
1297,2024-04-02,8,11,6,562.53,0,3375.19,Loja Física
1298,2023-11-10,2,24,9,282.74,15,2162.94,Online
1299,2022-04-11,2,34,1,286.48,15,243.51,Loja Física
1300,2023-07-05,8,33,4,527.69,0,2110.75,Online
1301,2023-11-23,9,22,6,41.57,0,249.45,Loja Física
1302,2023-07-29,8,12,5,546.95,5,2598.0,Representante
1303,2022-07-21,6,44,7,439.55,0,3076.88,Online
1304,2023-09-08,1,27,4,4229.9,15,14381.65,Loja Física
1305,2023-10-20,3,23,2,636.46,0,1272.92,Representante
1306,2024-05-03,8,2,2,552.48,10,994.46,Representante
1307,2022-07-02,3,40,3,562.31,0,1686.93,Loja Física
1308,2023-03-09,6,21,5,379.03,5,1800.4,Representante
1309,2024-09-19,9,13,2,48.05,10,86.49,Loja Física
1310,2022-04-26,4,33,3,1284.95,10,3469.36,Online
1311,2022-05-15,10,40,5,88.45,0,442.27,Representante
1312,2024-11-03,6,23,12,418.7,5,4773.24,Online
1313,2024-12-09,7,14,11,363.25,10,3596.14,Online
1314,2022-12-22,8,46,4,479.39,0,1917.56,Online
1315,2022-04-29,4,18,3,1208.75,0,3626.26,Online
1316,2024-07-23,8,10,4,454.05,0,1816.18,Loja Física
1317,2023-02-12,4,36,1,1196.08,0,1196.08,Loja Física
1318,2024-08-08,5,8,7,365.92,10,2305.27,Loja Física
1319,2022-09-11,5,11,5,381.22,15,1620.16,Online
1320,2023-05-11,7,25,7,372.61,0,2608.29,Loja Física
1321,2024-07-02,7,41,4,387.12,0,1548.48,Loja Física
1322,2023-12-18,8,26,10,527.97,0,5279.72,Online
1323,2023-06-14,10,42,7,90.12,15,536.22,Representante
1324,2022-07-05,1,19,4,4772.66,0,19090.63,Online
1325,2024-03-02,7,37,4,368.02,0,1472.07,Online
1326,2023-03-15,2,24,8,296.05,0,2368.4,Representante
1327,2023-04-07,5,35,3,319.47,15,814.66,Online
1328,2023-07-06,3,38,5,592.58,15,2518.47,Loja Física
1329,2024-11-17,5,47,8,307.94,0,2463.52,Representante
1330,2022-01-19,5,47,1,355.46,5,337.68,Online
1331,2022-12-21,3,1,4,675.1,10,2430.36,Online
1332,2023-04-04,4,26,2,1129.07,0,2258.14,Representante
1333,2023-09-18,7,19,1,409.2,15,347.82,Representante
1334,2023-07-18,3,18,3,634.74,5,1809.02,Loja Física
1335,2023-12-16,8,13,9,479.51,5,4099.84,Loja Física
1336,2023-03-23,5,17,4,373.05,5,1417.58,Loja Física
1337,2024-12-02,4,4,13,1198.14,10,14018.29,Loja Física
1338,2022-07-29,9,33,2,44.03,0,88.05,Representante
1339,2024-02-06,3,3,4,634.0,10,2282.41,Representante
1340,2023-08-02,9,43,1,48.34,0,48.34,Representante
1341,2022-08-10,3,36,4,587.74,5,2233.42,Online
1342,2023-11-20,1,5,5,4221.09,0,21105.44,Representante
1343,2023-10-28,5,13,2,321.48,0,642.96,Loja Física
1344,2023-09-04,5,18,5,321.15,0,1605.73,Online
1345,2024-11-25,1,14,9,4433.21,0,39898.91,Online
1346,2024-04-07,4,30,5,1074.15,15,4565.13,Loja Física
1347,2022-10-14,1,38,5,4258.62,15,18099.12,Online
1348,2024-10-15,9,19,3,45.25,0,135.76,Loja Física
1349,2024-05-07,3,19,3,599.15,5,1707.57,Loja Física
1350,2022-03-14,6,49,3,414.01,10,1117.82,Representante
1351,2023-01-24,10,35,4,84.1,0,336.42,Representante
1352,2023-04-01,7,13,1,331.88,15,282.09,Representante
1353,2024-09-01,5,45,2,348.32,15,592.14,Loja Física
1354,2024-11-04,1,20,7,4118.09,0,28826.66,Online
1355,2023-01-06,9,21,4,38.59,0,154.36,Online
1356,2024-08-22,4,43,3,1120.1,0,3360.31,Representante
1357,2023-06-14,7,36,3,353.4,15,901.18,Representante
1358,2023-01-10,5,43,3,326.38,15,832.28,Loja Física
1359,2022-07-02,4,36,3,1289.29,0,3867.86,Loja Física
1360,2023-04-03,8,5,6,448.94,15,2289.59,Loja Física
1361,2024-05-11,3,10,4,553.19,0,2212.74,Loja Física
1362,2023-06-18,6,39,7,398.02,10,2507.53,Loja Física
1363,2024-08-07,2,37,3,256.82,0,770.45,Loja Física
1364,2022-04-20,2,38,2,300.25,15,510.43,Representante
1365,2022-05-26,1,40,4,4830.02,5,18354.07,Online
1366,2024-10-21,6,1,1,359.25,0,359.25,Representante
1367,2024-02-21,6,28,1,372.54,10,335.29,Loja Física
1368,2024-04-26,2,24,7,269.62,0,1887.33,Online
1369,2022-10-09,10,41,2,90.17,0,180.33,Loja Física
1370,2024-04-18,1,47,2,3847.39,10,6925.31,Loja Física
1371,2022-10-21,10,36,1,79.14,0,79.14,Representante
1372,2023-01-05,7,34,1,334.12,0,334.12,Loja Física
1373,2023-11-13,1,48,6,3924.8,15,20016.49,Online
1374,2023-10-04,4,29,5,1111.63,15,4724.42,Online
1375,2022-01-10,1,40,3,4372.21,5,12460.79,Loja Física
1376,2023-03-05,6,20,5,369.21,0,1846.07,Representante
1377,2022-11-21,2,10,7,265.3,5,1764.26,Online
1378,2022-09-23,10,48,3,86.13,10,232.55,Loja Física
1379,2024-05-29,9,42,1,39.67,5,37.69,Loja Física
1380,2024-09-04,5,41,4,330.45,5,1255.69,Online
1381,2022-03-19,9,30,2,43.74,10,78.73,Online
1382,2024-02-04,7,47,6,346.01,0,2076.04,Loja Física
1383,2024-12-23,6,3,6,447.81,0,2686.84,Online
1384,2022-01-09,10,46,2,96.18,15,163.51,Representante
1385,2023-05-25,3,29,6,583.86,0,3503.13,Representante
1386,2023-12-07,4,13,4,1145.73,0,4582.93,Online
1387,2022-07-30,10,6,3,88.63,5,252.58,Representante
1388,2023-09-19,10,21,2,91.69,0,183.38,Online
1389,2022-04-04,8,38,2,476.8,0,953.6,Loja Física
1390,2024-07-22,1,37,2,4305.41,15,7319.19,Representante
1391,2024-12-09,1,32,9,4843.45,0,43591.01,Loja Física
1392,2022-10-02,2,29,2,303.8,0,607.6,Loja Física
1393,2024-01-06,7,44,1,380.58,0,380.58,Online
1394,2024-04-06,4,16,5,1118.62,0,5593.09,Online
1395,2023-04-05,4,46,1,1287.6,15,1094.46,Online
1396,2023-03-09,6,25,6,443.37,15,2261.21,Online
1397,2024-10-30,6,14,2,445.2,0,890.4,Online
1398,2024-01-21,1,22,3,4859.68,15,12392.19,Representante
1399,2022-03-18,4,11,3,1205.08,5,3434.49,Representante
1400,2023-06-08,8,27,5,455.69,10,2050.61,Representante
1401,2022-04-10,7,28,4,374.3,10,1347.47,Online
1402,2022-08-10,6,21,7,417.07,15,2481.59,Online
1403,2022-04-09,2,49,1,244.8,15,208.08,Online
1404,2024-05-03,4,3,4,1204.75,5,4578.04,Loja Física
1405,2022-09-11,6,19,2,378.22,10,680.8,Loja Física
1406,2024-08-29,6,3,3,403.72,15,1029.5,Online
1407,2023-02-25,5,26,3,349.88,15,892.2,Representante
1408,2022-01-20,3,38,2,582.14,0,1164.27,Loja Física
1409,2022-07-26,3,8,4,580.31,15,1973.07,Representante
